,Image Label,Reconstruction Loss
0,0,169.16064453125
1,0,158.92137145996094
2,0,144.51461791992188
3,0,192.56044006347656
4,0,85.65323638916016
5,0,103.98335266113281
6,0,159.060302734375
7,0,138.61842346191406
8,1,57.93622589111328
9,1,80.09431457519531
10,0,81.80625915527344
11,0,79.28577423095703
12,0,52.874454498291016
13,1,190.76834106445312
14,0,217.2078094482422
15,0,78.8707504272461
16,0,207.05030822753906
17,0,125.27450561523438
18,0,111.39527893066406
19,0,82.34949493408203
20,0,93.09320831298828
21,0,131.79934692382812
22,0,82.81048583984375
23,0,183.32870483398438
24,0,221.69638061523438
25,0,124.10133361816406
26,0,73.36710357666016
27,1,60.248741149902344
28,0,47.1696662902832
29,0,97.16710662841797
30,1,82.22021484375
31,0,129.363037109375
32,0,289.8038330078125
33,0,100.23257446289062
34,0,126.21428680419922
35,0,88.83164978027344
36,0,144.10357666015625
37,1,76.548583984375
38,1,82.07052612304688
39,0,107.27534484863281
40,0,172.3032684326172
41,0,82.38331604003906
42,0,118.56472778320312
43,0,42.899295806884766
44,0,135.90240478515625
45,1,84.04022216796875
46,0,99.81721496582031
47,0,76.63286590576172
48,0,159.3193817138672
49,1,104.94490814208984
50,0,147.3038330078125
51,0,73.82074737548828
52,0,175.65362548828125
53,0,108.4013671875
54,0,232.0965576171875
55,0,91.06309509277344
56,0,129.0251922607422
57,1,79.93485260009766
58,0,141.94407653808594
59,0,148.99549865722656
60,1,115.63152313232422
61,1,70.39348602294922
62,0,129.26654052734375
63,0,94.88375854492188
64,0,92.28256225585938
65,1,176.90936279296875
66,0,91.09410095214844
67,0,144.5456085205078
68,0,289.2911376953125
69,0,158.29067993164062
70,0,34.22987365722656
71,0,68.09188079833984
72,1,156.51998901367188
73,0,193.47396850585938
74,0,97.36254119873047
75,1,155.66885375976562
76,1,116.38301086425781
77,0,60.08206558227539
78,0,115.51963806152344
79,0,127.05595397949219
80,0,114.96749114990234
81,0,75.00968933105469
82,1,98.276123046875
83,0,110.1952133178711
84,1,54.26481628417969
85,0,133.3977813720703
86,0,101.73851013183594
87,1,164.92068481445312
88,0,140.42037963867188
89,0,115.11233520507812
90,0,139.21310424804688
91,0,190.8982391357422
92,0,81.45118713378906
93,0,190.90792846679688
94,0,89.13761901855469
95,0,124.08436584472656
96,0,92.61139678955078
97,1,123.57670593261719
98,1,39.642093658447266
99,0,118.55043029785156
100,0,87.76979064941406
101,0,60.742942810058594
102,0,105.774658203125
103,0,110.28699493408203
104,0,48.632728576660156
105,0,123.20486450195312
106,0,79.15554809570312
107,0,115.1317138671875
108,0,124.54757690429688
109,0,137.65390014648438
110,0,90.73853302001953
111,0,93.18534088134766
112,0,137.79217529296875
113,0,170.62937927246094
114,0,85.52281951904297
115,0,129.525390625
116,0,164.7744598388672
117,0,142.71173095703125
118,1,71.42024230957031
119,0,259.8343505859375
120,1,90.6055908203125
121,0,117.44223022460938
122,0,132.7278594970703
123,0,48.949729919433594
124,1,130.83033752441406
125,0,137.90342712402344
126,0,133.36892700195312
127,1,98.78378295898438
128,1,460.70556640625
129,0,69.59129333496094
130,0,104.11293029785156
131,0,213.99966430664062
132,0,128.142333984375
133,0,79.87067413330078
134,1,53.91163635253906
135,0,68.54302978515625
136,1,125.49024963378906
137,1,62.95066833496094
138,0,176.95562744140625
139,0,131.67181396484375
140,0,90.5142822265625
141,0,71.144775390625
142,0,221.96771240234375
143,0,114.56929016113281
144,0,122.26563262939453
145,0,24.21112060546875
146,0,240.1412353515625
147,0,273.2574768066406
148,1,125.8851318359375
149,0,252.46023559570312
150,0,96.74769592285156
151,0,92.47752380371094
152,1,53.612300872802734
153,0,85.89614868164062
154,0,152.08018493652344
155,0,187.87814331054688
156,0,76.86103057861328
157,0,193.42076110839844
158,0,59.98879623413086
159,0,62.9147834777832
160,0,169.556884765625
161,0,110.70013427734375
162,0,122.97103118896484
163,0,64.30937957763672
164,0,136.08154296875
165,0,137.7823028564453
166,0,167.5139923095703
167,0,191.02635192871094
168,0,54.05056381225586
169,0,106.6727294921875
170,0,61.079566955566406
171,1,145.80288696289062
172,0,130.76072692871094
173,0,203.26400756835938
174,0,197.3529052734375
175,0,163.3893280029297
176,0,149.0831298828125
177,1,76.18400573730469
178,0,76.02738952636719
179,1,131.3603515625
180,0,67.16893005371094
181,0,162.71963500976562
182,1,78.66543579101562
183,0,147.99142456054688
184,0,131.70071411132812
185,0,53.65810775756836
186,0,189.18759155273438
187,0,176.37942504882812
188,0,89.75608825683594
189,1,46.15263366699219
190,0,144.702880859375
191,0,182.61257934570312
192,0,46.81214904785156
193,0,81.85394287109375
194,0,254.13717651367188
195,0,125.96298217773438
196,0,386.7757263183594
197,0,160.8916473388672
198,0,77.20787048339844
199,0,214.62197875976562
200,1,93.00529479980469
201,0,129.16970825195312
202,0,164.9652557373047
203,1,81.19915008544922
204,0,91.84481811523438
205,0,257.7053527832031
206,0,149.66075134277344
207,1,54.82396697998047
208,0,56.47755813598633
209,0,74.07897186279297
210,0,140.10040283203125
211,0,189.2439727783203
212,0,200.68801879882812
213,0,67.20541381835938
214,0,74.3037338256836
215,0,192.08929443359375
216,0,166.78652954101562
217,0,31.963848114013672
218,0,156.93460083007812
219,1,34.99736022949219
220,0,138.79637145996094
221,0,92.19135284423828
222,0,67.19408416748047
223,0,120.65789794921875
224,0,60.67670440673828
225,0,75.11438751220703
226,0,88.9725112915039
227,0,52.659095764160156
228,0,61.74897766113281
229,0,249.65939331054688
230,1,192.61083984375
231,0,48.234256744384766
232,0,451.57568359375
233,0,64.56590270996094
234,0,47.75263977050781
235,0,117.47319030761719
236,1,63.09648132324219
237,0,214.42495727539062
238,0,35.49604034423828
239,1,105.560546875
240,0,138.32257080078125
241,0,148.29541015625
242,0,162.05335998535156
243,1,73.67720794677734
244,0,98.33830261230469
245,0,86.23323059082031
246,0,138.9329071044922
247,0,242.80213928222656
248,0,112.26451873779297
249,0,224.17562866210938
250,0,88.96985626220703
251,0,238.7956085205078
252,0,136.41586303710938
253,0,43.8709602355957
254,0,296.40087890625
255,0,116.12663269042969
256,0,80.41011047363281
257,0,233.69288635253906
258,0,117.42688751220703
259,0,140.80006408691406
260,0,59.4813346862793
261,1,35.930118560791016
262,0,105.22554016113281
263,1,109.30967712402344
264,0,75.73612213134766
265,1,61.56187438964844
266,0,233.63633728027344
267,0,193.96771240234375
268,0,126.98696899414062
269,0,133.44107055664062
270,0,52.44626235961914
271,1,80.88134765625
272,0,48.855567932128906
273,0,53.28302001953125
274,0,157.2921905517578
275,0,81.7823486328125
276,0,166.6684112548828
277,0,162.576904296875
278,1,88.54247283935547
279,0,90.64451599121094
280,1,127.30120849609375
281,0,82.76905822753906
282,0,66.00393676757812
283,0,111.55780029296875
284,0,206.91046142578125
285,0,132.37864685058594
286,0,214.59756469726562
287,0,54.707855224609375
288,1,108.50848388671875
289,0,98.68388366699219
290,1,84.68193054199219
291,1,44.403358459472656
292,0,88.85716247558594
293,0,92.74504852294922
294,0,189.4841766357422
295,0,78.02853393554688
296,0,70.36053466796875
297,0,82.9755859375
298,0,107.91226196289062
299,1,228.40283203125
300,0,117.17823028564453
301,0,124.34191131591797
302,0,98.12745666503906
303,1,47.44487762451172
